,Area,Element,Item,Year,hg/ha_yield,pesticides_tonnes,average_rain_fall_mm_per_year,avg_temp
400,Argentina,Yield,"Rice, paddy",1991,40294,26156.0,591.0,17.86
401,Argentina,Yield,Sorghum,1991,33320,26156.0,591.0,17.64
402,Argentina,Yield,Sorghum,1991,33320,26156.0,591.0,17.86
403,Argentina,Yield,Soybeans,1991,22750,26156.0,591.0,17.64
404,Argentina,Yield,Soybeans,1991,22750,26156.0,591.0,17.86
405,Argentina,Yield,Sweet potatoes,1991,131364,26156.0,591.0,17.64
406,Argentina,Yield,Sweet potatoes,1991,131364,26156.0,591.0,17.86
407,Argentina,Yield,lentil,1991,18972,26156.0,591.0,17.64
408,Argentina,Yield,lentil,1991,18972,26156.0,591.0,17.86
409,Argentina,Yield,Cassava,1992,100000,26156.0,591.0,17.09
410,Argentina,Yield,Cassava,1992,100000,26156.0,591.0,17.51
411,Argentina,Yield,Maize,1992,45237,26156.0,591.0,17.09
412,Argentina,Yield,Maize,1992,45237,26156.0,591.0,17.51
413,Argentina,Yield,Apple,1992,199039,26156.0,591.0,17.09
414,Argentina,Yield,Apple,1992,199039,26156.0,591.0,17.51
415,Argentina,Yield,"Rice, paddy",1992,52075,26156.0,591.0,17.09
416,Argentina,Yield,"Rice, paddy",1992,52075,26156.0,591.0,17.51
417,Argentina,Yield,Sorghum,1992,36217,26156.0,591.0,17.09
418,Argentina,Yield,Sorghum,1992,36217,26156.0,591.0,17.51
419,Argentina,Yield,Soybeans,1992,22915,26156.0,591.0,17.09
420,Argentina,Yield,Soybeans,1992,22915,26156.0,591.0,17.51
421,Argentina,Yield,Sweet potatoes,1992,127273,26156.0,591.0,17.09
422,Argentina,Yield,Sweet potatoes,1992,127273,26156.0,591.0,17.51
423,Argentina,Yield,lentil,1992,21809,26156.0,591.0,17.09
424,Argentina,Yield,lentil,1992,21809,26156.0,591.0,17.51
425,Argentina,Yield,Cassava,1993,100000,26156.0,591.0,17.32
426,Argentina,Yield,Cassava,1993,100000,26156.0,591.0,17.53
427,Argentina,Yield,Maize,1993,43552,26156.0,591.0,17.32
428,Argentina,Yield,Maize,1993,43552,26156.0,591.0,17.53
429,Argentina,Yield,Apple,1993,210314,26156.0,591.0,17.32
430,Argentina,Yield,Apple,1993,210314,26156.0,591.0,17.53
431,Argentina,Yield,"Rice, paddy",1993,43559,26156.0,591.0,17.32
432,Argentina,Yield,"Rice, paddy",1993,43559,26156.0,591.0,17.53
433,Argentina,Yield,Sorghum,1993,39529,26156.0,591.0,17.32
434,Argentina,Yield,Sorghum,1993,39529,26156.0,591.0,17.53
435,Argentina,Yield,Soybeans,1993,21589,26156.0,591.0,17.32
436,Argentina,Yield,Soybeans,1993,21589,26156.0,591.0,17.53
437,Argentina,Yield,Sweet potatoes,1993,122955,26156.0,591.0,17.32
438,Argentina,Yield,Sweet potatoes,1993,122955,26156.0,591.0,17.53
439,Argentina,Yield,lentil,1993,23272,26156.0,591.0,17.32
440,Argentina,Yield,lentil,1993,23272,26156.0,591.0,17.53
441,Argentina,Yield,Cassava,1994,100000,30195.0,591.0,18.17
442,Argentina,Yield,Cassava,1994,100000,30195.0,591.0,18.31
443,Argentina,Yield,Maize,1994,42371,30195.0,591.0,18.17
444,Argentina,Yield,Maize,1994,42371,30195.0,591.0,18.31
445,Argentina,Yield,Apple,1994,230166,30195.0,591.0,18.17
446,Argentina,Yield,Apple,1994,230166,30195.0,591.0,18.31
447,Argentina,Yield,"Rice, paddy",1994,42989,30195.0,591.0,18.17
448,Argentina,Yield,"Rice, paddy",1994,42989,30195.0,591.0,18.31
449,Argentina,Yield,Sorghum,1994,35065,30195.0,591.0,18.17
450,Argentina,Yield,Sorghum,1994,35065,30195.0,591.0,18.31
451,Argentina,Yield,Soybeans,1994,20386,30195.0,591.0,18.17
452,Argentina,Yield,Soybeans,1994,20386,30195.0,591.0,18.31
453,Argentina,Yield,Sweet potatoes,1994,176667,30195.0,591.0,18.17
454,Argentina,Yield,Sweet potatoes,1994,176667,30195.0,591.0,18.31
455,Argentina,Yield,lentil,1994,20237,30195.0,591.0,18.17
456,Argentina,Yield,lentil,1994,20237,30195.0,591.0,18.31
457,Argentina,Yield,Cassava,1995,100000,37842.0,591.0,17.74
458,Argentina,Yield,Cassava,1995,100000,37842.0,591.0,17.62
459,Argentina,Yield,Maize,1995,45223,37842.0,591.0,17.74
460,Argentina,Yield,Maize,1995,45223,37842.0,591.0,17.62
461,Argentina,Yield,Apple,1995,274272,37842.0,591.0,17.74
462,Argentina,Yield,Apple,1995,274272,37842.0,591.0,17.62
463,Argentina,Yield,"Rice, paddy",1995,50306,37842.0,591.0,17.74
464,Argentina,Yield,"Rice, paddy",1995,50306,37842.0,591.0,17.62
465,Argentina,Yield,Sorghum,1995,34588,37842.0,591.0,17.74
466,Argentina,Yield,Sorghum,1995,34588,37842.0,591.0,17.62
467,Argentina,Yield,Soybeans,1995,20446,37842.0,591.0,17.74
468,Argentina,Yield,Soybeans,1995,20446,37842.0,591.0,17.62
469,Argentina,Yield,Sweet potatoes,1995,168000,37842.0,591.0,17.74
470,Argentina,Yield,Sweet potatoes,1995,168000,37842.0,591.0,17.62
471,Argentina,Yield,lentil,1995,21675,37842.0,591.0,17.74
472,Argentina,Yield,lentil,1995,21675,37842.0,591.0,17.62
473,Argentina,Yield,Cassava,1996,100000,54595.0,591.0,17.64
474,Argentina,Yield,Cassava,1996,100000,54595.0,591.0,17.97
475,Argentina,Yield,Maize,1996,40397,54595.0,591.0,17.64
476,Argentina,Yield,Maize,1996,40397,54595.0,591.0,17.97
477,Argentina,Yield,Apple,1996,228877,54595.0,591.0,17.64
478,Argentina,Yield,Apple,1996,228877,54595.0,591.0,17.97
479,Argentina,Yield,"Rice, paddy",1996,51031,54595.0,591.0,17.64
480,Argentina,Yield,"Rice, paddy",1996,51031,54595.0,591.0,17.97
481,Argentina,Yield,Sorghum,1996,38763,54595.0,591.0,17.64
482,Argentina,Yield,Sorghum,1996,38763,54595.0,591.0,17.97
483,Argentina,Yield,Soybeans,1996,21051,54595.0,591.0,17.64
484,Argentina,Yield,Soybeans,1996,21051,54595.0,591.0,17.97
485,Argentina,Yield,Sweet potatoes,1996,170000,54595.0,591.0,17.64
486,Argentina,Yield,Sweet potatoes,1996,170000,54595.0,591.0,17.97
487,Argentina,Yield,lentil,1996,19344,54595.0,591.0,17.64
488,Argentina,Yield,lentil,1996,19344,54595.0,591.0,17.97
489,Argentina,Yield,Cassava,1997,100000,77691.0,591.0,18.29
490,Argentina,Yield,Cassava,1997,100000,77691.0,591.0,18.54
491,Argentina,Yield,Maize,1997,45557,77691.0,591.0,18.29
492,Argentina,Yield,Maize,1997,45557,77691.0,591.0,18.54
493,Argentina,Yield,Apple,1997,268502,77691.0,591.0,18.29
494,Argentina,Yield,Apple,1997,268502,77691.0,591.0,18.54
495,Argentina,Yield,"Rice, paddy",1997,53703,77691.0,591.0,18.29
496,Argentina,Yield,"Rice, paddy",1997,53703,77691.0,591.0,18.54
497,Argentina,Yield,Sorghum,1997,36845,77691.0,591.0,18.29
498,Argentina,Yield,Sorghum,1997,36845,77691.0,591.0,18.54
499,Argentina,Yield,Soybeans,1997,17212,77691.0,591.0,18.29
500,Argentina,Yield,Soybeans,1997,17212,77691.0,591.0,18.54
501,Argentina,Yield,Sweet potatoes,1997,145662,77691.0,591.0,18.29
502,Argentina,Yield,Sweet potatoes,1997,145662,77691.0,591.0,18.54
503,Argentina,Yield,lentil,1997,22426,77691.0,591.0,18.29
504,Argentina,Yield,lentil,1997,22426,77691.0,591.0,18.54
505,Argentina,Yield,Cassava,1998,100000,62397.0,591.0,17.23
506,Argentina,Yield,Cassava,1998,100000,62397.0,591.0,17.52
507,Argentina,Yield,Maize,1998,60780,62397.0,591.0,17.23
508,Argentina,Yield,Maize,1998,60780,62397.0,591.0,17.52
509,Argentina,Yield,Apple,1998,293744,62397.0,591.0,17.23
510,Argentina,Yield,Apple,1998,293744,62397.0,591.0,17.52
511,Argentina,Yield,"Rice, paddy",1998,47762,62397.0,591.0,17.23
512,Argentina,Yield,"Rice, paddy",1998,47762,62397.0,591.0,17.52
513,Argentina,Yield,Sorghum,1998,48105,62397.0,591.0,17.23
514,Argentina,Yield,Sorghum,1998,48105,62397.0,591.0,17.52
515,Argentina,Yield,Soybeans,1998,26937,62397.0,591.0,17.23
516,Argentina,Yield,Soybeans,1998,26937,62397.0,591.0,17.52
517,Argentina,Yield,Sweet potatoes,1998,175055,62397.0,591.0,17.23
518,Argentina,Yield,Sweet potatoes,1998,175055,62397.0,591.0,17.52
519,Argentina,Yield,lentil,1998,26088,62397.0,591.0,17.23
520,Argentina,Yield,lentil,1998,26088,62397.0,591.0,17.52
521,Argentina,Yield,Cassava,1999,100000,62831.39,591.0,17.15
522,Argentina,Yield,Cassava,1999,100000,62831.39,591.0,17.71
523,Argentina,Yield,Maize,1999,53702,62831.39,591.0,17.15
524,Argentina,Yield,Maize,1999,53702,62831.39,591.0,17.71
525,Argentina,Yield,Apple,1999,238938,62831.39,591.0,17.15
526,Argentina,Yield,Apple,1999,238938,62831.39,591.0,17.71
527,Argentina,Yield,"Rice, paddy",1999,57337,62831.39,591.0,17.15
528,Argentina,Yield,"Rice, paddy",1999,57337,62831.39,591.0,17.71
529,Argentina,Yield,Sorghum,1999,43845,62831.39,591.0,17.15
530,Argentina,Yield,Sorghum,1999,43845,62831.39,591.0,17.71
531,Argentina,Yield,Soybeans,1999,24450,62831.39,591.0,17.15
532,Argentina,Yield,Soybeans,1999,24450,62831.39,591.0,17.71
533,Argentina,Yield,Sweet potatoes,1999,143991,62831.39,591.0,17.15
534,Argentina,Yield,Sweet potatoes,1999,143991,62831.39,591.0,17.71
535,Argentina,Yield,lentil,1999,23028,62831.39,591.0,17.15
536,Argentina,Yield,lentil,1999,23028,62831.39,591.0,17.71
537,Argentina,Yield,Cassava,2000,100000,63265.78,591.0,16.98
538,Argentina,Yield,Cassava,2000,100000,63265.78,591.0,17.66
539,Argentina,Yield,Maize,2000,54329,63265.78,591.0,16.98
540,Argentina,Yield,Maize,2000,54329,63265.78,591.0,17.66
541,Argentina,Yield,Apple,2000,277566,63265.78,591.0,16.98
542,Argentina,Yield,Apple,2000,277566,63265.78,591.0,17.66
543,Argentina,Yield,"Rice, paddy",2000,47798,63265.78,591.0,16.98
544,Argentina,Yield,"Rice, paddy",2000,47798,63265.78,591.0,17.66
545,Argentina,Yield,Sorghum,2000,46477,63265.78,591.0,16.98
546,Argentina,Yield,Sorghum,2000,46477,63265.78,591.0,17.66
547,Argentina,Yield,Soybeans,2000,23312,63265.78,591.0,16.98
548,Argentina,Yield,Soybeans,2000,23312,63265.78,591.0,17.66
549,Argentina,Yield,Sweet potatoes,2000,151462,63265.78,591.0,16.98
550,Argentina,Yield,Sweet potatoes,2000,151462,63265.78,591.0,17.66
551,Argentina,Yield,lentil,2000,24873,63265.78,591.0,16.98
552,Argentina,Yield,lentil,2000,24873,63265.78,591.0,17.66
553,Argentina,Yield,Cassava,2001,100000,63700.17,591.0,17.71
554,Argentina,Yield,Cassava,2001,100000,63700.17,591.0,18.42
555,Argentina,Yield,Maize,2001,54553,63700.17,591.0,17.71
556,Argentina,Yield,Maize,2001,54553,63700.17,591.0,18.42
557,Argentina,Yield,Apple,2001,283768,63700.17,591.0,17.71
558,Argentina,Yield,Apple,2001,283768,63700.17,591.0,18.42
559,Argentina,Yield,"Rice, paddy",2001,57495,63700.17,591.0,17.71
560,Argentina,Yield,"Rice, paddy",2001,57495,63700.17,591.0,18.42
561,Argentina,Yield,Sorghum,2001,47429,63700.17,591.0,17.71
562,Argentina,Yield,Sorghum,2001,47429,63700.17,591.0,18.42
563,Argentina,Yield,Soybeans,2001,25846,63700.17,591.0,17.71
564,Argentina,Yield,Soybeans,2001,25846,63700.17,591.0,18.42
565,Argentina,Yield,Sweet potatoes,2001,155212,63700.17,591.0,17.71
566,Argentina,Yield,Sweet potatoes,2001,155212,63700.17,591.0,18.42
567,Argentina,Yield,lentil,2001,24934,63700.17,591.0,17.71
568,Argentina,Yield,lentil,2001,24934,63700.17,591.0,18.42
569,Argentina,Yield,Cassava,2002,100000,64134.56,591.0,17.58
570,Argentina,Yield,Cassava,2002,100000,64134.56,591.0,18.07
571,Argentina,Yield,Maize,2002,60791,64134.56,591.0,17.58
572,Argentina,Yield,Maize,2002,60791,64134.56,591.0,18.07
573,Argentina,Yield,Apple,2002,251347,64134.56,591.0,17.58
574,Argentina,Yield,Apple,2002,251347,64134.56,591.0,18.07
575,Argentina,Yield,"Rice, paddy",2002,57197,64134.56,591.0,17.58
576,Argentina,Yield,"Rice, paddy",2002,57197,64134.56,591.0,18.07
577,Argentina,Yield,Sorghum,2002,52691,64134.56,591.0,17.58
578,Argentina,Yield,Sorghum,2002,52691,64134.56,591.0,18.07
579,Argentina,Yield,Soybeans,2002,26304,64134.56,591.0,17.58
580,Argentina,Yield,Soybeans,2002,26304,64134.56,591.0,18.07
581,Argentina,Yield,Sweet potatoes,2002,155890,64134.56,591.0,17.58
582,Argentina,Yield,Sweet potatoes,2002,155890,64134.56,591.0,18.07
583,Argentina,Yield,lentil,2002,22398,64134.56,591.0,17.58
584,Argentina,Yield,lentil,2002,22398,64134.56,591.0,18.07
585,Argentina,Yield,Cassava,2004,100000,65003.34,591.0,17.67
586,Argentina,Yield,Cassava,2004,100000,65003.34,591.0,18.11
587,Argentina,Yield,Maize,2004,63931,65003.34,591.0,17.67
588,Argentina,Yield,Maize,2004,63931,65003.34,591.0,18.11
589,Argentina,Yield,Apple,2004,288717,65003.34,591.0,17.67
590,Argentina,Yield,Apple,2004,288717,65003.34,591.0,18.11
591,Argentina,Yield,"Rice, paddy",2004,62661,65003.34,591.0,17.67
592,Argentina,Yield,"Rice, paddy",2004,62661,65003.34,591.0,18.11
593,Argentina,Yield,Sorghum,2004,45531,65003.34,591.0,17.67
594,Argentina,Yield,Sorghum,2004,45531,65003.34,591.0,18.11
595,Argentina,Yield,Soybeans,2004,22075,65003.34,591.0,17.67
596,Argentina,Yield,Soybeans,2004,22075,65003.34,591.0,18.11
597,Argentina,Yield,Sweet potatoes,2004,154867,65003.34,591.0,17.67
598,Argentina,Yield,Sweet potatoes,2004,154867,65003.34,591.0,18.11
599,Argentina,Yield,lentil,2004,25441,65003.34,591.0,17.67
600,Argentina,Yield,lentil,2004,25441,65003.34,591.0,18.11
601,Argentina,Yield,Cassava,2005,100000,65437.73,591.0,17.32
602,Argentina,Yield,Cassava,2005,100000,65437.73,591.0,17.83
603,Argentina,Yield,Maize,2005,73587,65437.73,591.0,17.32
604,Argentina,Yield,Maize,2005,73587,65437.73,591.0,17.83
605,Argentina,Yield,Apple,2005,283917,65437.73,591.0,17.32
606,Argentina,Yield,Apple,2005,283917,65437.73,591.0,17.83
607,Argentina,Yield,"Rice, paddy",2005,60165,65437.73,591.0,17.32
608,Argentina,Yield,"Rice, paddy",2005,60165,65437.73,591.0,17.83
609,Argentina,Yield,Sorghum,2005,51872,65437.73,591.0,17.32
610,Argentina,Yield,Sorghum,2005,51872,65437.73,591.0,17.83
611,Argentina,Yield,Soybeans,2005,27287,65437.73,591.0,17.32
612,Argentina,Yield,Soybeans,2005,27287,65437.73,591.0,17.83
613,Argentina,Yield,Sweet potatoes,2005,154472,65437.73,591.0,17.32
614,Argentina,Yield,Sweet potatoes,2005,154472,65437.73,591.0,17.83
615,Argentina,Yield,lentil,2005,26356,65437.73,591.0,17.32
616,Argentina,Yield,lentil,2005,26356,65437.73,591.0,17.83
617,Argentina,Yield,Cassava,2006,100000,65872.12,591.0,18.1
618,Argentina,Yield,Cassava,2006,100000,65872.12,591.0,18.35
619,Argentina,Yield,Maize,2006,59030,65872.12,591.0,18.1
620,Argentina,Yield,Maize,2006,59030,65872.12,591.0,18.35
621,Argentina,Yield,Apple,2006,285828,65872.12,591.0,18.1
622,Argentina,Yield,Apple,2006,285828,65872.12,591.0,18.35
623,Argentina,Yield,"Rice, paddy",2006,70610,65872.12,591.0,18.1
624,Argentina,Yield,"Rice, paddy",2006,70610,65872.12,591.0,18.35
625,Argentina,Yield,Sorghum,2006,46778,65872.12,591.0,18.1
626,Argentina,Yield,Sorghum,2006,46778,65872.12,591.0,18.35
627,Argentina,Yield,Soybeans,2006,26793,65872.12,591.0,18.1
628,Argentina,Yield,Soybeans,2006,26793,65872.12,591.0,18.35
629,Argentina,Yield,Sweet potatoes,2006,143478,65872.12,591.0,18.1
630,Argentina,Yield,Sweet potatoes,2006,143478,65872.12,591.0,18.35
631,Argentina,Yield,lentil,2006,25302,65872.12,591.0,18.1
632,Argentina,Yield,lentil,2006,25302,65872.12,591.0,18.35
633,Argentina,Yield,Cassava,2007,100000,81582.64,591.0,16.71
634,Argentina,Yield,Cassava,2007,100000,81582.64,591.0,17.14
635,Argentina,Yield,Maize,2007,76655,81582.64,591.0,16.71
636,Argentina,Yield,Maize,2007,76655,81582.64,591.0,17.14
637,Argentina,Yield,Apple,2007,286765,81582.64,591.0,16.71
638,Argentina,Yield,Apple,2007,286765,81582.64,591.0,17.14
639,Argentina,Yield,"Rice, paddy",2007,65604,81582.64,591.0,16.71
640,Argentina,Yield,"Rice, paddy",2007,65604,81582.64,591.0,17.14
641,Argentina,Yield,Sorghum,2007,47021,81582.64,591.0,16.71
642,Argentina,Yield,Sorghum,2007,47021,81582.64,591.0,17.14
643,Argentina,Yield,Soybeans,2007,29712,81582.64,591.0,16.71
644,Argentina,Yield,Soybeans,2007,29712,81582.64,591.0,17.14
645,Argentina,Yield,Sweet potatoes,2007,141667,81582.64,591.0,16.71
646,Argentina,Yield,Sweet potatoes,2007,141667,81582.64,591.0,17.14
647,Argentina,Yield,lentil,2007,26234,81582.64,591.0,16.71
648,Argentina,Yield,lentil,2007,26234,81582.64,591.0,17.14
649,Argentina,Yield,Cassava,2008,100000,87149.01,591.0,17.71
650,Argentina,Yield,Cassava,2008,100000,87149.01,591.0,18.39
651,Argentina,Yield,Maize,2008,64525,87149.01,591.0,17.71
652,Argentina,Yield,Maize,2008,64525,87149.01,591.0,18.39
653,Argentina,Yield,Apple,2008,279412,87149.01,591.0,17.71
654,Argentina,Yield,Apple,2008,279412,87149.01,591.0,18.39
655,Argentina,Yield,"Rice, paddy",2008,68278,87149.01,591.0,17.71
656,Argentina,Yield,"Rice, paddy",2008,68278,87149.01,591.0,18.39
657,Argentina,Yield,Sorghum,2008,47474,87149.01,591.0,17.71
658,Argentina,Yield,Sorghum,2008,47474,87149.01,591.0,18.39
659,Argentina,Yield,Soybeans,2008,28216,87149.01,591.0,17.71
660,Argentina,Yield,Soybeans,2008,28216,87149.01,591.0,18.39
661,Argentina,Yield,Sweet potatoes,2008,145105,87149.01,591.0,17.71
662,Argentina,Yield,Sweet potatoes,2008,145105,87149.01,591.0,18.39
663,Argentina,Yield,lentil,2008,28271,87149.01,591.0,17.71
664,Argentina,Yield,lentil,2008,28271,87149.01,591.0,18.39
665,Argentina,Yield,Cassava,2009,101695,61586.56,591.0,18.16
666,Argentina,Yield,Cassava,2009,101695,61586.56,591.0,18.09
667,Argentina,Yield,Maize,2009,55760,61586.56,591.0,18.16
668,Argentina,Yield,Maize,2009,55760,61586.56,591.0,18.09
669,Argentina,Yield,Apple,2009,284439,61586.56,591.0,18.16
670,Argentina,Yield,Apple,2009,284439,61586.56,591.0,18.09
671,Argentina,Yield,"Rice, paddy",2009,68842,61586.56,591.0,18.16
672,Argentina,Yield,"Rice, paddy",2009,68842,61586.56,591.0,18.09
673,Argentina,Yield,Sorghum,2009,38752,61586.56,591.0,18.16
674,Argentina,Yield,Sorghum,2009,38752,61586.56,591.0,18.09
675,Argentina,Yield,Soybeans,2009,18480,61586.56,591.0,18.16
676,Argentina,Yield,Soybeans,2009,18480,61586.56,591.0,18.09
677,Argentina,Yield,Sweet potatoes,2009,151208,61586.56,591.0,18.16
678,Argentina,Yield,Sweet potatoes,2009,151208,61586.56,591.0,18.09
679,Argentina,Yield,lentil,2009,19628,61586.56,591.0,18.16
680,Argentina,Yield,lentil,2009,19628,61586.56,591.0,18.09
681,Argentina,Yield,Cassava,2010,101000,105915.04,591.0,17.33
682,Argentina,Yield,Cassava,2010,101000,105915.04,591.0,17.84
683,Argentina,Yield,Maize,2010,78040,105915.04,591.0,17.33
684,Argentina,Yield,Maize,2010,78040,105915.04,591.0,17.84
685,Argentina,Yield,Apple,2010,289849,105915.04,591.0,17.33
686,Argentina,Yield,Apple,2010,289849,105915.04,591.0,17.84
687,Argentina,Yield,"Rice, paddy",2010,57646,105915.04,591.0,17.33
688,Argentina,Yield,"Rice, paddy",2010,57646,105915.04,591.0,17.84
689,Argentina,Yield,Sorghum,2010,48163,105915.04,591.0,17.33
690,Argentina,Yield,Sorghum,2010,48163,105915.04,591.0,17.84
691,Argentina,Yield,Soybeans,2010,29053,105915.04,591.0,17.33
692,Argentina,Yield,Soybeans,2010,29053,105915.04,591.0,17.84
693,Argentina,Yield,Sweet potatoes,2010,149382,105915.04,591.0,17.33
694,Argentina,Yield,Sweet potatoes,2010,149382,105915.04,591.0,17.84
695,Argentina,Yield,lentil,2010,27113,105915.04,591.0,17.33
696,Argentina,Yield,lentil,2010,27113,105915.04,591.0,17.84
697,Argentina,Yield,Cassava,2011,100000,100424.62,591.0,17.58
698,Argentina,Yield,Cassava,2011,100000,100424.62,591.0,17.93
699,Argentina,Yield,Maize,2011,63503,100424.62,591.0,17.58
700,Argentina,Yield,Maize,2011,63503,100424.62,591.0,17.93
701,Argentina,Yield,Apple,2011,286657,100424.62,591.0,17.58
702,Argentina,Yield,Apple,2011,286657,100424.62,591.0,17.93
703,Argentina,Yield,"Rice, paddy",2011,67901,100424.62,591.0,17.58
704,Argentina,Yield,"Rice, paddy",2011,67901,100424.62,591.0,17.93
705,Argentina,Yield,Sorghum,2011,44029,100424.62,591.0,17.58
706,Argentina,Yield,Sorghum,2011,44029,100424.62,591.0,17.93
707,Argentina,Yield,Soybeans,2011,26053,100424.62,591.0,17.58
708,Argentina,Yield,Soybeans,2011,26053,100424.62,591.0,17.93
709,Argentina,Yield,Sweet potatoes,2011,148754,100424.62,591.0,17.58
710,Argentina,Yield,Sweet potatoes,2011,148754,100424.62,591.0,17.93
711,Argentina,Yield,lentil,2011,35063,100424.62,591.0,17.58
712,Argentina,Yield,lentil,2011,35063,100424.62,591.0,17.93
713,Argentina,Yield,Cassava,2012,100000,136185.08,591.0,18.18
714,Argentina,Yield,Cassava,2012,100000,136185.08,591.0,18.43
715,Argentina,Yield,Maize,2012,57346,136185.08,591.0,18.18
716,Argentina,Yield,Maize,2012,57346,136185.08,591.0,18.43
717,Argentina,Yield,Apple,2012,287821,136185.08,591.0,18.18
718,Argentina,Yield,Apple,2012,287821,136185.08,591.0,18.43
719,Argentina,Yield,"Rice, paddy",2012,66617,136185.08,591.0,18.18
720,Argentina,Yield,"Rice, paddy",2012,66617,136185.08,591.0,18.43
721,Argentina,Yield,Sorghum,2012,46534,136185.08,591.0,18.18
722,Argentina,Yield,Sorghum,2012,46534,136185.08,591.0,18.43
723,Argentina,Yield,Soybeans,2012,22814,136185.08,591.0,18.18
724,Argentina,Yield,Soybeans,2012,22814,136185.08,591.0,18.43
725,Argentina,Yield,Sweet potatoes,2012,148126,136185.08,591.0,18.18
726,Argentina,Yield,Sweet potatoes,2012,148126,136185.08,591.0,18.43
727,Argentina,Yield,lentil,2012,32199,136185.08,591.0,18.18
728,Argentina,Yield,lentil,2012,32199,136185.08,591.0,18.43
729,Argentina,Yield,Cassava,2013,99459,171945.54,591.0,16.45
730,Argentina,Yield,Cassava,2013,99459,171945.54,591.0,16.88
731,Argentina,Yield,Maize,2013,66037,171945.54,591.0,16.45
732,Argentina,Yield,Maize,2013,66037,171945.54,591.0,16.88
733,Argentina,Yield,Apple,2013,288984,171945.54,591.0,16.45
734,Argentina,Yield,Apple,2013,288984,171945.54,591.0,16.88
735,Argentina,Yield,"Rice, paddy",2013,67187,171945.54,591.0,16.45
736,Argentina,Yield,"Rice, paddy",2013,67187,171945.54,591.0,16.88
737,Argentina,Yield,Sorghum,2013,40852,171945.54,591.0,16.45
738,Argentina,Yield,Sorghum,2013,40852,171945.54,591.0,16.88
739,Argentina,Yield,Soybeans,2013,25391,171945.54,591.0,16.45
740,Argentina,Yield,Soybeans,2013,25391,171945.54,591.0,16.88
741,Argentina,Yield,Sweet potatoes,2013,147498,171945.54,591.0,16.45
742,Argentina,Yield,Sweet potatoes,2013,147498,171945.54,591.0,16.88
743,Argentina,Yield,lentil,2013,26581,171945.54,591.0,16.45
744,Argentina,Yield,lentil,2013,26581,171945.54,591.0,16.88
745,Armenia,Yield,Maize,1992,32344,8.0,562.0,7.44
746,Armenia,Yield,Apple,1992,111301,8.0,562.0,7.44
747,Armenia,Yield,lentil,1992,21600,8.0,562.0,7.44
748,Armenia,Yield,Maize,1993,32261,8.0,562.0,7.69
749,Armenia,Yield,Apple,1993,134416,8.0,562.0,7.69
750,Armenia,Yield,lentil,1993,22257,8.0,562.0,7.69
751,Armenia,Yield,Maize,1994,32667,23.0,562.0,8.84
752,Armenia,Yield,Apple,1994,131195,23.0,562.0,8.84
753,Armenia,Yield,lentil,1994,17842,23.0,562.0,8.84
754,Armenia,Yield,Maize,1995,18261,23.9,562.0,9.76
755,Armenia,Yield,Apple,1995,131196,23.9,562.0,9.76
756,Armenia,Yield,lentil,1995,25480,23.9,562.0,9.76
757,Armenia,Yield,Maize,1996,22239,32.0,562.0,9.55
758,Armenia,Yield,Apple,1996,129626,32.0,562.0,9.55
759,Armenia,Yield,lentil,1996,23569,32.0,562.0,9.55
